sutra_ref	sutra_id	final_form	dhatu_root	dhatu_meaning	gana	wiki_target	chain
4.1.137	41137	राजन्य	षष्ठी-समर्थ	राजन्			राजन्य:। राजन्+डस्+यत्। राजन्+य। राजन्य+सु। राजन्यः।
4.1.140	41140	कुल्य	षष्ठी-समर्थ	पूर्वपद			कुल्य:। कुल+डस्+यत्। कुल्+य। कुल्य+सु। कुल्यः।
4.1.142	41142	दौष्कुलेय	षष्ठी-समर्थ	दुष्कुल			दौष्कुलेय:। दुष्कुल+ङस्+ढक्। दौष्कुल+एय। दौष्कुलेय+सु। दौष्कुलेयः।
4.1.144	41144	भ्रातृव्यः	षष्ठी	समर्थ भ्रातृ			भ्रातृव्यः। भ्रातृ+ ङस्+व्यत्। भ्रातृ+व्य। भ्रातृव्य+सु। भातृव्यः। ﻿
4.1.144	41144	भ्रात्रीयः	षष्ठीसमर्थ	भ्रातृ			भ्रात्रीयः। भ्रातृ+ङस् +छः। भ्रातृ+ईय। भ्रात्रीय+सु। भ्रात्रीयः।
4.1.146	41146	रैवतिकः	षष्ठी-समर्थ	रेवती			रैवतिकः। रेवती+डस्+ठक्। रैवत्+इक। रैवतिक+सु। रैवतिकः।
4.1.147	41147	गार्ग	प्रथम	षष्ठी- समर्थ गर्ग			गार्ग:। गर्ग+ङस् +यञ्। गार्ग्य + ङीष्। गार्य्+ई। गार्गी। गार्गी+डस्+ण। गाग्र् +अ। गार्ग+सु। गार्गः।
4.1.147	41147	गार्गिकः	षष्ठीसमर्थ	गोत्रवाची स्त्रीप्रत्ययान्त गार्गी			गार्गिकः। गार्गी + ङस् + ठक्। गार्ग्+इक। गार्गिकः।
4.1.147	41147	ग्लौचुकायन	प्रथम	षष्ठी - समर्थ ग्लुचुकायन			ग्लौचुकायन:। ग्लुचुक + ङस् + फिन्। ग्लुचुक + आयनि। ग्लुचुकायनि। ग्लुचुकायनि + ङीष्। ग्लुचुकायनी। ग्लुचुकायनी+ङस् +ण। ग्लौचुकायन्+अ। ग्लौचुकायन+सु। ग्लौचुकायनः।
4.1.147	41147	ग्लौचुकायनिक	स्त्री	पुत्र			ग्लौचुकायनिक:। ग्लुचुकायनी+ठक्। ग्लौचुकायन्+इक। ग्लौचुकायनिक+सु। ग्लोचुकायनिकः। पूर्ववत्। विशेष-
4.1.148	41148	भागवित्तिकः	प्रथम	षष्ठीसमर्थ सौवीर गोत्रवाची भागवित्त			भागवित्तिकः। भागवित्त+ङस् +इञ्। भागवित्ति। भागवित्ति+ङस्+ठक्। [+ इक। भागवित्तिक+सु। भागवित्तिकः।
4.1.148	41148	तार्णबिन्दवि	सौवीर	गोत्रवाची, वंद्धसंज्ञक तार्णबिन्दव			तार्णबिन्दवि:। तार्णबिन्दव+इञ्। तार्णबिन्दव् + इ। तार्णबिन्दवि+सु। तार्णबिन्दविः। १३४
4.1.149	41149	यामुन्दायनीयः	प्रथम	षष्ठीसमर्थ सौवीर गोत्रवाची यमुन्द			यामुन्दायनीयः। यमुन्द+ङस् + फिञ्। यामुन्द्+आयनि। यामुन्दायनिः। यामुन्दायनि+ङस्+छ। यामुन्दायन्+ईय। यामुन्दायनीय+सु। यामुन्दायनीयः। ﻿
4.1.150	41150	फाण्टाहृत	षष्ठीसमर्थ	सौवीर गोत्रवाची फाण्टाहृति			फाण्टाहृत:। फाण्टाहृति+डस्+ण। फाण्टाहत्+अ। फाण्टाहृत+सु। फाण्टाहृतः।
4.1.150	41150	फाटाहतायनि	सौवीर	गोत्रवाची फाण्टाहृति			फाटाहतायनि:। फाण्टाहृति+डस् +फिञ्। फाण्टाहृत्+आयनि। फाण्टाहतायनि+सु। फाण्टाहृतायनिः॥
